beer_id,beer_name,name,use,time,amount,amount_is_weight,notes
mrod-ipa,[u'Mrod IPA'],[],[],[],[],[],[]
deliriums-lost-ipa,"[u""Delirium's Lost IPA""]",[u'Oak Chips'],[u'Secondary'],[u'14.0'],[u'1.0'],[u'false'],[]
saturation-ale,[u'Saturation Ale'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
imitation-cask-rum-scottish-ale,[u'Imitation Cask Rum Scottish Ale'],[],[],[],[],[],[]
zythos-ipa-13,[u'Zythos IPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
hoggle,[u'Hoggle'],[u'Whole Cloves'],[u'Boil'],[u'30.0'],[u'4.0'],[u'false'],[]
selfish-monk-patersbier,[u'Selfish Monk - Patersbier'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
riki-tiki-simcoe-ipa,[u'Riki Tiki Simcoe IPA'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
poma-la-5,[u'poma la 5'],[],[],[],[],[],[]
grapefruit-ipa-41,[u'Grapefruit IPA'],[u'Grapefruit'],[u'Secondary'],[u'7.0'],[u'1.0'],[u'false'],[]
bells-oberon-experiment,"[u""Bell's Oberon Experiment""]",[],[],[],[],[],[]
flying-porter-business-class,[u'Flying Porter - Business Class'],[],[],[],[],[],[]
10-elysian-esb-clone-w-nw-dry-hop,[u'#10 Elysian ESB clone w/ NW dry hop'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
golden-bitter-1,[u'Golden Bitter'],[u'Gypsum (Calcium Sulfate)'],[u'Boil'],[u'15.0'],[u'0.5'],[u'false'],[u'Reduces PH of water.']
ricardo-s-envy,"[u""Ricardo's Envy""]",[],[],[],[],[],[]
subtle-saison-s,[u'Subtle Saison - S'],[],[],[],[],[],[]
merica-pils,"[u""'Merica Pils""]",[],[],[],[],[],[]
catastroipa,[u'CatastroIPA'],[],[],[],[],[],[]
brown-pauls-beer-2012-04-27-version,"[u""Brown Paul's Beer (2012-04-27 version)""]",[u'Irish Moss'],[u'Boil'],[u'5.0'],[u'0.0705479238991608'],[u'false'],[]
space-cowboy-ii,[u'Space Cowboy II'],[u'Irish Moss'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
cinnamon-and-brown-sugar-oatbeer,[u'Cinnamon and Brown Sugar Oatbeer'],[u'Cinnamon (Ground)'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
oktoberfest-36,[u'Oktoberfest'],[u'Irish Moss'],[u'Boil'],[u'20.0'],[u'3.0'],[u'false'],[]
white-bear,[u'White Bear'],[],[],[],[],[],[]
black-ale-22,[u'Black ale'],[u'Fermcap-S Foam Inhibitor'],[u'Boil'],[u'60.0'],[u'1.0'],[u'false'],[]
oktoberfest-take-1,[u'Oktoberfest - Take 1'],[],[],[],[],[],[]
witbier-73458a,[u'Witbier'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
mauripa,[u'Mauripa'],[],[],[],[],[],[]
dunkel-puffs,[u'Dunkel Puffs'],[u'Coco Pops '],[u'Boil'],[u'10.0'],[u'12.0'],[u'false'],[]
breweasy-blasted-ipa,[u'BrewEasy - Blasted IPA'],[],[],[],[],[],[]
duvel-5,[u'Duvel'],[],[],[],[],[],[]
jolly-juniper,[u'Jolly Juniper'],[u'Juniper Berries (Dried)'],[u'Boil'],[u'10.0'],[u'4.0'],[u'false'],[]
marrisotter-nelsonsauvin-wlp002,[u'MarrisOtter/NelsonSauvin/WLP002'],[],[],[],[],[],[]
itchetucknee-ale-2845cc,[u'Itchetucknee  Ale'],[],[],[],[],[],[]
kr-m-l,[u'Kr\xe4m\xf6l'],[],[],[],[],[],[]
one-leg-apa,[u'One Leg APA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'2.0'],[u'false'],[]
wit-39,[u'Wit'],[u'Bitter Orange Peel'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
triple-7s,"[u""Triple 7's""]",[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
citra-honey-pale-ale,[u'Citra Honey Pale Ale'],[],[],[],[],[],[]
river-girl,[u'River Girl'],[u'Coriander Seed'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
hair-on-your-chest-bourbon-barrel-iipa,[u'Hair on Your Chest Bourbon Barrel IIPA'],[u'Oak Chips (Light)'],[u'Secondary'],[u'14.0'],[u'2.0'],[u'false'],[]
beer-on-the-5th-of-july,[u'Beer on the 5th of July '],[],[],[],[],[],[]
duke-of-edinburgh-30,[u'Duke of Edinburgh 3.0'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'0.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
red-ale-112,[u'Red Ale'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'0.25'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
mabels-pale-ale,"[u""Mabel's Pale Ale""]",[u'Gypsum (Calcium Sulfate)'],[u'Mash'],[u'60.0'],[u'6.0'],[u'false'],[u'Reduces PH of water.']
orvalish-2,[u'Orvalish'],[],[],[],[],[],[]
6-american-pale-ale,[u'#6 American Pale Ale'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
ninja-foot-v-styrian-aurora-edition,[u'Ninja Foot (V-Styrian Aurora edition)'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
iron-ash-bipa-9dcaaa,[u'Iron Ash BIPA'],[],[],[],[],[],[]
029-red-beard-mcbrewinagin,[u'(029) Red Beard McBrewinagin'],[],[],[],[],[],[]
the-h-and-p-brewing-american-pale-ale,[u'The H&P Brewing American Pale Ale'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
fruit-bomb-apa-5-gal,[u'Fruit Bomb APA - 5 gal'],[],[],[],[],[],[]
dark-rabbit-belgian-hoppy-dark-with-coriander,[u'Dark Rabbit Belgian Hoppy Dark with Coriander'],[u'Coriander Seed'],[u'Boil'],[u'5.0'],[u'0.5'],[u'false'],[]
baklava-ale-i,[u'Baklava Ale I'],"[u'Honey, Orange Blossum']",[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
rubicon,[u'Rubicon'],[u'Raspberry (Whole)'],[u'Secondary'],[u'5.0'],[u'15.0'],[u'false'],[]
ipa-one-point-oh,[u'iPA One Point Oh'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
babys-first-esb,"[u""Baby's First ESB""]",[u'Irish Moss'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
pumpkin-ale-18,[u'Pumpkin Ale'],[u'Cinnamon (Ground)'],[u'Secondary'],[u'1.0'],[u'1.0'],[u'false'],[]
english-pale-13,[u'English Pale'],[],[],[],[],[],[]
punkd-ii,"[u""Punk'd II""]",[u'Nutmeg (Ground)'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
blond-from-beyond,[u'Blond from beyond'],[u'Irish Moss'],[u'Boil'],[u'1.0'],[u'2.0'],[u'false'],[]
lise-s-rpa-beb7c1,"[u""Lise's RPA""]",[u'Super Moss HB'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
we-yold-strong-ale,[u'We Yold Strong Ale'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
untitled-weizen-weissbier-168196,[u'Untitled Weizen/Weissbier 168196'],[],[],[],[],[],[]
aprihop-clone-7,[u'Aprihop Clone'],[u'Apricot Puree'],[u'Secondary'],[u'7.0'],[u'3.0'],[u'false'],[]
purple-haze,[u'Purple Haze'],[u'Blueberries (Frozen)'],[u'Secondary'],[u'8.0'],[u'4.4'],[u'false'],[]
lake-day-session,[u'Lake Day Session'],[u'beer dust'],[u'Mash'],[u'60.0'],[u'1.0'],[u'false'],[]
red-velvet-stout-2,[u'Red Velvet Stout '],[u'Coffee (Brewed)'],[u'Boil'],[u'1.0'],[u'6.0'],[u'false'],[]
mild-some-rain,"[u'Mild, some rain']",[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
fla-sunshine,[u'FLA Sunshine'],[u'Orange Peel'],[u'Boil'],[u'10.0'],[u'5.0'],[u'false'],[]
snpa-5-gal-603b57,[u'SNPA (5 gal.)'],[],[],[],[],[],[]
spring-session-saison,[u'Spring Session Saison'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
all-grain-simple-dubbel,[u'All Grain Simple Dubbel'],[],[],[],[],[],[]
fda-007,[u'FDA 007'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'2.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
strawberry-basil-wheat-58d7ce,[u'Strawberry Basil Wheat'],[u'Fresh Basil'],[u'Secondary'],[u'7.0'],[u'2.0'],[u'false'],[]
chicken-wing-ipa,[u'Chicken Wing IPA'],[u'Ghost Chili'],[u'Boil'],[u'60.0'],[u'2.0'],[u'false'],[]
altbier-ii,[u'Altbier II'],[u'Irish Moss'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
devastatingly-big-black-ipa,[u'Devastatingly big black IPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
fat-tire-clone-51,[u'Fat Tire (clone)'],[],[],[],[],[],[]
esb-190,[u'ESB'],[u'Irish Moss'],[u'Boil'],[u'20.0'],[u'1.0'],[u'false'],[]
apple-brandy-barrel-refill-2,[u'Apple Brandy Barrel refill 2'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
b03-first-scale-amarillo,[u'b.03 ~ First Scale (amarillo)'],[],[],[],[],[],[]
flying-leap-redux,[u'Flying Leap Redux'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
honey-hefeweizen-3,[u'Honey Hefeweizen'],[],[],[],[],[],[]
the-hefenschweizer,[u'The Hefenschweizer'],[],[],[],[],[],[]
wee-pale-1,[u'wee pale'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],[]
patersbier-22,[u'Patersbier'],[u'Gypsum (Calcium Sulfate)'],[u'Mash'],[u'10.0'],[u'2.0'],[u'false'],[u'Reduces PH of water.']
hop-snob-ipa,[u'Hop Snob IPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'0.5'],[u'false'],[]
collective-fat-tire,[u'Collective Fat Tire'],[],[],[],[],[],[]
begian-wit-1,[u'Begian Wit'],[u'Orange Zest'],[u'Secondary'],[u'5.0'],[u'0.75'],[u'false'],[]
veronica,[u'Veronica'],[u'Sweet Gale'],[u'Boil'],[u'15.0'],[u'0.07'],[u'false'],"[u'Very strong, fragrant shrub.  Great spice, though relatively unknown.  Aroma used in soups, stews, and candles.  Well suited for holiday beers.  Use sparingly -- the aroma and flavor are VERY strong.']"
wit-buddies,[u'Wit Buddies'],[u'Grapefruit Peel'],[u'Boil'],[u'1.0'],[u'1.0'],[u'false'],[]
english-pale-ale-20100302,[u'English Pale Ale 20100302'],[u'Irish Moss'],[u'Boil'],[u'12.0'],[u'1.0'],[u'false'],[]
grain-clean-up,[u'Grain Clean Up'],[],[],[],[],[],[]
paul-bunyan-batch-011,[u'Paul Bunyan (Batch #011)'],[],[],[],[],[],[]
munich-palisades-smash,[u'Munich Palisades SMaSH'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
ipa-106,[u'IPA'],[],[],[],[],[],[]
carolyn-in-the-morning,[u'Carolyn in the Morning'],[],[],[],[],[],[]
breakfast-of-champions-8,[u'Breakfast of Champions'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'3.0'],[u'false'],[]
munich-i-two-hearted,[u'Munich I Two Hearted'],[u'Five Star 5.2 pH Stabilizer'],[u'Mash'],[],[u'8.0'],[u'false'],"[u""5.2 is a propriety blend of food-grade phosphate buffers (similar to brewer's salts) that will lock in your mash and kettle water at a pH of 5.2 regardless of the starting pH of your water. \n\nUse approximately 1 tbs (15 ml) per 5 gallons of water.""]"
evil-twin-30,[u'Evil Twin'],[],[],[],[],[],[]
combat-hopkido-ipa,[u'Combat Hopkido IPA'],[u'Gypsum (Calcium Sulfate)'],[u'Boil'],[u'15.0'],[u'2.0'],[u'false'],[u'Reduces PH of water.']
dingo-smash,[u'Dingo SMaSH'],[u'Gypsum (Calcium Sulfate)'],[u'Mash'],[u'60.0'],[u'1.0'],[u'false'],[u'Reduces PH of water.']
xmas-ipa-6,[u'xmas  IPA'],[],[],[],[],[],[]
around-the-horn-amber,[u'Around the Horn Amber'],[],[],[],[],[],[]
frambozen-clone,[u'Frambozen Clone'],[],[],[],[],[],[]
saison-wonke,[u'saison wonke'],[u'Lemongrass (Fresh)'],[u'Boil'],[u'15.0'],[u'3.0'],[u'false'],[]
freezator-ii,[u'Freezator II'],[],[],[],[],[],[]
apricot-sunrise,[u'Apricot Sunrise'],"[u'Apricots, fresh']",[u'Primary'],[u'0.0'],[u'4.0'],[u'false'],[]
blasphemy-blue-wheat,[u'Blasphemy Blue Wheat'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'15.0'],[u'2.0'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
belgian-ipa-c7df3b,[u'Belgian IPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
rams-offspring,"[u""Ram's Offspring""]",[],[],[],[],[],[]
stout-3-v2-alt-wo-malting-company-of-ireland-stout-malt,[u'Stout 3 v2 alt [ wo Malting Company of Ireland Stout Malt:( ]'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
hefe-iv-38-special-47ae20,[u'Hefe IV (.38 Special)'],[],[],[],[],[],[]
black-lab-porter-test-1,[u'Black Lab - Porter - test 1'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
yardwork-2016,[u'Yardwork 2016'],"[u'Creeping Charlie (Glechoma hederacea), dried with stems']",[u'Boil'],[u'60.0'],[u'16.0'],[u'false'],[]
hvede-l,[u'Hvede\xf8l'],[],[],[],[],[],[]
proud-of-london,[u'Proud of London'],[u'Epsom Salt (MgSO4)'],[u'Boil'],[u'60.0'],[u'0.0705479238991608'],[u'false'],[]
oatmeal-vanilla-stout-3,[u'Oatmeal Vanilla Stout'],[u'Vanilla Beans'],[u'Secondary'],[u'10.0'],[u'2.0'],[u'false'],[]
19-kaptein-kaos,[u'#19 Kaptein Kaos'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'15.0'],[u'0.0705479238991608'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
solsteik-hvete-ale,[u'Solsteik hvete ale'],[u'Gypsum (Calcium Sulfate)'],[u'Mash'],[u'90.0'],[u'0.0705479238991608'],[u'false'],[u'Reduces PH of water.']
summer-session-2010-05-20,[u'Summer Session 2010-05-20'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],[]
femme-fatale,[u'Femme Fatale'],[],[],[],[],[],[]
pushover-dunkelweizen,[u'Pushover Dunkelweizen'],[],[],[],[],[],[]
vanilla-stout-21,[u'Vanilla Stout'],[u'Whirlfloc Tablet'],[u'Boil'],[u'12.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
arrogant-little-bitch,[u'Arrogant little bitch'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
cascade-ipa-67,[u'Cascade IPA'],[u'Irish Moss'],[u'Boil'],[u'1.0'],[u'0.5'],[u'false'],[]
pb-double-i-pee-eh-ed8171,[u'PB double I pee. eh.'],[],[],[],[],[],[]
harvest-hefeweizen,[u'Harvest Hefeweizen'],[u'Corn Sugar'],[u'Bottle'],[u'0.0'],[u'4.0'],[u'false'],[]
all-centennial-ipa,[u'All Centennial IPA'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
houblon-chouffe-clone-4,[u'Houblon Chouffe Clone'],[],[],[],[],[],[]
ole-nipply-winter-ale,[u'Ole Nipply Winter Ale'],[],[],[],[],[],[]
experimental-derek,[u'Experimental - Derek'],[],[],[],[],[],[]
brewers-best-psa-ipa,[u'Brewers Best PSA IPA'],[],[],[],[],[],[]
maple-wit-wine,[u'Maple Wit Wine'],[],[],[],[],[],[]
revolutionary-rebel-ipa,[u'Revolutionary Rebel IPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'3.0'],[u'false'],[]
kastolen-red-37f56a,[u'Kastolen Red'],[u'Cherry Puree'],[u'Secondary'],[u'14.0'],[u'3.0'],[u'false'],[]
untitled-spice-herb-or-vegetable-beer-156924,"[u'Untitled Spice, Herb, or Vegetable Beer 156924']",[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
american-amber-ale-86b554,[u'American Amber Ale'],[],[],[],[],[],[]
dax-barleywine,[u'Dax Barleywine'],[],[],[],[],[],[]
honey-blonde-16,[u'Honey Blonde'],[],[],[],[],[],[]
jens-boonen-weihenstephaner-vitus,[u'Jens Boonen (Weihenstephaner Vitus)'],[],[],[],[],[],[]
ok-pale-ag-10-belgian-pale-ale-malt-dark-munich-wyeast-1056,[u'OK Pale AG #10 - Belgian Pale Ale Malt/Dark Munich - Wyeast 1056'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
the-fox-says-doppelbock,[u'The Fox Says... Doppelbock'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
tempest-porter,[u'Tempest Porter'],[],[],[],[],[],[]
dark-ipa-3gal-aug-11-2013,"[u'Dark IPA 3gal, Aug 11, 2013']",[],[],[],[],[],[]
session-ipa-5,[u'Session  IPA'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
smashed-pumpkin-ale-2,[u'Smashed Pumpkin Ale'],[u'Pumpkin Pie Spice'],[u'Mash'],[u'0.0'],[u'1.0'],[u'false'],[]
gertrudes-stein,"[u""Gertrude's Stein""]",[],[],[],[],[],[]
aha-ipa,[u'AHA IPA'],[],[],[],[],[],[]
american-stout-for-stout-americans,[u'American Stout for Stout Americans'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'0.5'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
brown-coat-ale,[u'Brown Coat Ale'],[],[],[],[],[],[]
28-aipa,[u'28-AIPA'],[],[],[],[],[],[]
sharpe-shooter-ipa,[u'Sharpe Shooter IPA'],[u'Sodium Bicarbonate'],[u'Boil'],[u'60.0'],[u'0.5'],[u'false'],[]
74-xmas-2014,[u'#74 Xmas 2014'],[u'Cinnamon (Ground)'],[u'Boil'],[u'0.0'],[u'1.0'],[u'false'],[]
justamere-ale-1st-president,[u'Justamere Ale - 1st President'],[],[],[],[],[],[]
prairie-stout,[u'Prairie Stout'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
inspiration-i-sanctification,[u'Inspiration I - Sanctification'],[],[],[],[],[],[]
bells-two-hearted-ipa-2,"[u""Bell's Two Hearted IPA""]",[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
all-brett,[u'All Brett'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
merican-ale,[u'Merican Ale'],[u'Grapefruit Zest'],[u'Secondary'],[u'7.0'],[u'1.0'],[u'false'],[]
quickendertea,[u'QuickEnderTea'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
spooky-black-ipa,[u'spooky black ipa'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
munich-hallertau-smash,[u'Munich Hallertau SMaSH'],[],[],[],[],[],[]
australian-sparkling-ale-2,[u'Australian Sparkling Ale'],[],[],[],[],[],[]
pumpkin-ale-dfh-clone-all-grain,[u'Pumpkin Ale - DFH Clone - All Grain'],"[u'Pumpkin, Unsweetened']",[u'Mash'],[u'1.0'],[u'1.0'],[u'false'],[]
faggot-beer,[u'Faggot Beer'],[u'Raspberry (Whole)'],[u'Secondary'],[u'0.0'],[u'2.5'],[u'false'],[]
match-red,[u'Match Red'],[],[],[],[],[],[]
cluster-v3,[u'Cluster v3'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'3.0'],[u'false'],[]
vive-charlie,[u'Vive Charlie'],[],[],[],[],[],[]
biere-de-resistance-bpa,[u'Biere de Resistance BPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
valentine-brown,[u'Valentine Brown'],[],[],[],[],[],[]
2015-red-ipa-20cb67,[u'2015 Red IPA'],[],[],[],[],[],[]
strong-arm-ipa,[u'Strong Arm IPA'],[u'Cane Sugar'],[u'Boil'],[u'15.0'],[u'2.0'],[u'false'],[]
graduaison-ii,[u'Graduaison II'],[u'Lemon Peel'],[u'Boil'],[u'20.0'],[u'1.0'],[u'false'],[]
kgbs-bury-me-in-smoke,"[u""KGB's Bury Me In Smoke""]",[],[],[],[],[],[]
coffocolate-porter,[u'Coffocolate Porter'],[u'Coffee (Ground)'],[u'Primary'],[u'5.0'],[u'1.0'],[u'false'],[]
snoked-belgian-porter,[u'Snoked Belgian Porter'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
drool-of-the-moose,[u'Drool of the Moose'],[],[],[],[],[],[]
jesters-jale-2,"[u""Jester's Jale 2""]",[],[],[],[],[],[]
pub-ale-test-2,[u'Pub Ale Test 2'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
peter-peter-pumpkin-eater-1,[u'Peter Peter Pumpkin Eater'],[u'Cinnamon (Ground)'],[u'Secondary'],[u'7.0'],[u'1.0'],[u'false'],[]
15-gal-big-ole-brown-brew-bra,[u'15 Gal Big Ole Brown Brew Bra'],[u'Salt (NaCl)'],[u'Boil'],[u'60.0'],[u'0.21'],[u'false'],[]
simple-ipa-21,[u'Simple IPA'],[],[],[],[],[],[]
munich-saison-a21ac7,[u'Munich Saison'],[],[],[],[],[],[]
not-so-old-ale,[u'Not So Old Ale'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'0.167'],[u'false'],[]
victory-brew,[u'Victory Brew'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
bobs-big-tree,"[u""Bob's Big Tree""]",[u'Ginger Root (Fresh)'],[u'Boil'],[u'60.0'],[u'1.0'],[u'false'],[]
hunters-bitter-sheffield-series-4b0b15,[u'Hunters Bitter - Sheffield Series'],[],[],[],[],[],[]
pumpkin-spice-ale-16,[u'Pumpkin Spice Ale'],[u'Nutmeg (Ground)'],[u'Boil'],[u'10.0'],[u'0.125'],[u'false'],[]
thurnis-aley-india-brown-ale,[u'Thurnis Aley: India Brown Ale'],[],[],[],[],[],[]
traditional-oktoberfest-d1835e,[u'Traditional Oktoberfest!'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
hoppy-cream-ale,[u'Hoppy Cream Ale'],[],[],[],[],[],[]
jamils-oatmeal-stout-2,"[u""Jamil's Oatmeal Stout""]",[],[],[],[],[],[]
strawberry-wheat-9,[u'Strawberry Wheat'],[u'Strawberries (Frozen)'],[u'Boil'],[u'1.0'],[u'8.0'],[u'false'],[]
ipa-for-all,[u'IPA for All'],[],[],[],[],[],[]
n64ipa-a,[u'n64ipa A'],[],[],[],[],[],[]
graduation-barleywine,[u'Graduation Barleywine'],[u'Super Moss HB'],[u'Boil'],[u'10.0'],[u'5.0'],[u'false'],[]
