beer_id,beer_name,name,use,time,amount,amount_is_weight,notes
patersbier-nb-all-grain,[u'Patersbier (NB All Grain)'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
maibock-ii-1,[u'Maibock II'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
citra-pale-ale-70,[u'Citra Pale Ale'],[],[],[],[],[],[]
2012-summer-apricot-ale,[u'2012 Summer Apricot Ale'],[u'Apricot Puree'],[u'Primary'],[u'10.0'],[u'3.0625'],[u'false'],[]
brother-hogans-dubbel,"[u""Brother Hogan's Dubbel""]","[u'Oak Cubes, wine soaked']",[u'Secondary'],[u'72.0'],[u'4.0'],[u'false'],[]
kiss-of-death-f4b93e,[u'Kiss of Death'],[],[],[],[],[],[]
belgian-wit-ahb-blue-moon-clone,[u'Belgian Wit (AHB Blue Moon Clone)'],[u'Coriander Seed'],[u'Boil'],[u'15.0'],[u'0.25'],[u'false'],[]
irish-red-243,[u'Irish Red'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
third-estate-8cd211,[u'Third Estate'],[],[],[],[],[],[]
cookie-duster-stout,[u'Cookie Duster Stout'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'60.0'],[u'0.5'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
fresh-squeezed-ipa-clone-f7aff5,[u'Fresh Squeezed IPA Clone'],[],[],[],[],[],[]
oirish-rad-eafa69,[u'Oirish Rad'],[],[],[],[],[],[]
goldings-bitter-1,[u'Goldings Bitter'],[],[],[],[],[],[]
morans-ipa,"[u""Moran's IPA""]",[],[],[],[],[],[]
helles-bock-3,[u'Helles Bock'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
maple-hazelnut,[u'Maple Hazelnut'],"[u'Hazelnuts, roasted']",[u'Mash'],[u'60.0'],[u'1.0'],[u'false'],[]
sierra-nevada-pale-ale-clone-all-grain-47ac65,[u'Sierra Nevada Pale Ale Clone (All Grain)'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
n-gne-saison-clone,[u'N\xf8gne \xd8 Saison Clone'],[],[],[],[],[],[]
revvys-blonde-leffe-clone,"[u""Revvy's Blonde (Leffe Clone)""]",[],[],[],[],[],[]
janets-brown-25,[u'Janets Brown'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
northwest-imperial-red-rye-ale-3,[u'Northwest Imperial Red Rye Ale'],[u'Caraway Seed'],[u'Boil'],[u'5.0'],[u'3.0'],[u'false'],[]
simple-saison-13,[u'Simple Saison'],[],[],[],[],[],[]
merry-elfin-saison-de-noel,[u'Merry Elfin Saison De Noel'],[],[],[],[],[],[]
hogans-looking-glass-1,"[u""Hogan's Looking Glass""]",[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
raspberry-wheat-51,[u'Raspberry Wheat'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
sailors-delight,"[u""Sailor's Delight""]",[],[],[],[],[],[]
western-front-belgian-pale-ale,[u'Western Front Belgian Pale Ale'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
trappist-meditation,[u'Trappist Meditation'],[],[],[],[],[],[]
belgian-ipa-145,[u'Belgian IPA'],[],[],[],[],[],[]
liberty-golden-ale-2013-03-26-at-03-20-21-utc,[u'Liberty Golden Ale 2013-03-26 at 03:20:21 UTC'],[],[],[],[],[],[]
otter-smash,[u'Otter Smash'],[],[],[],[],[],[]
graff-cider-1,[u'Graff Cider'],[u'Apple Cider'],[u'Primary'],[u'1.0'],[u'3.0'],[u'false'],[]
high-five-esb-3,[u'High Five ESB 3'],[],[],[],[],[],[]
safabblegobble,[u'Safabblegobble'],[],[],[],[],[],[]
sauer-stout,[u'Sauer Stout'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
warm-fuzzy-tinkle-times-v2,[u'Warm Fuzzy Tinkle Times v2'],[u'Nutmeg (Ground)'],[u'Boil'],[u'5.0'],[u'0.5'],[u'false'],[]
summit-epa,[u'Summit EPA'],[],[],[],[],[],[]
liz-and-brads-red-head-belgian-dubbel,"[u'Liz & Brad\'s ""Red-Head"" Belgian Dubbel']",[],[],[],[],[],[]
centennial-ipa-75,[u'Centennial IPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
amer-i-can-pa-extract,[u'Amer-I-Can PA - Extract'],[],[],[],[],[],[]
kirbier-hell-or-high-watermelon-clone,[u'Kirbier Hell or High Watermelon Clone'],[u'Watermelon'],[u'Secondary'],[u'7.0'],[u'1.0'],[u'false'],[]
schlafly-dry-hopped-apa-clone,[u'Schlafly Dry-Hopped APA Clone'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
firestone-dba-clone,[u'Firestone DBA Clone'],[u'American Oak Chips'],[u'Primary'],[u'14.0'],[u'1.0'],[u'false'],[]
rykers-oaked-golden-ale,[u'Rykers Oaked Golden Ale'],[u'Bitter Orange Peel'],[u'Boil'],[u'7.0'],[u'0.5'],[u'false'],[]
stargazer-dark-ale,[u'Stargazer Dark Ale'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
vacation-ale-2,[u'Vacation Ale'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
double-decker-english-barleywine,[u'Double Decker English Barleywine'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
plastered-padre-wy3522-belgian-ardennes-version-alt,[u'Plastered Padre (WY3522 Belgian Ardennes version) [alt]'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
barely-wine-barley-wine,[u'Barely Wine Barley Wine'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
comparison-pale-ale,[u'Comparison Pale Ale'],[u'Maltodextrin'],[u'Boil'],[u'15.0'],[u'4.0'],[u'false'],[u'Malt bases sugar that is less than 5% fermentable.  Increases the body and mouth-feel of the beer and adds slight sweetness.']
lindnerbrau-apricot-summer-ale,[u'Lindnerbrau Apricot Summer Ale'],[u'Apricot Puree'],[u'Secondary'],[u'7.0'],[u'0.25'],[u'false'],[]
the-great-return,[u'The Great Return'],[],[],[],[],[],[]
2014-pumpkin-ale-6,[u'2014 Pumpkin Ale'],[u'Pumpkin Pie Spice'],[u'Boil'],[u'5.0'],[u'2.0'],[u'false'],[]
irish-spring-break,[u'Irish Spring Break'],[],[],[],[],[],[]
macc-ipa,[u'MACC IPA'],[],[],[],[],[],[]
smoked-chipotle-porter-624964,[u'Smoked Chipotle Porter'],[u'Chipotle Chili'],[u'Secondary'],[u'3.0'],[u'0.375'],[u'false'],[]
galaxy-ipa-51,[u'Galaxy IPA'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'15.0'],[u'0.5'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
columbus-b689a5,[u'columbus'],[],[],[],[],[],[]
draft-day-ipa,[u'Draft Day IPA'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
makara-peak-mud-flinger-1,[u'Makara Peak Mud-Flinger'],[u'Irish Moss'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
amarillo-smash-10,[u'Amarillo sMasH'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
dunkelweizen-856d75,[u'Dunkelweizen'],[],[],[],[],[],[]
willamette-valley-wiesse,[u'Willamette valley wiesse'],[],[],[],[],[],[]
dubbely-good-273325,[u'Dubbely Good'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
pumpkin-ale-2015,[u'Pumpkin Ale 2015'],[],[],[],[],[],[]
bells-amber-clone-extract,"[u""Bell's Amber clone (Extract)""]",[],[],[],[],[],[]
cameral-apple-cider-v2-eafc0a,[u'Cameral Apple Cider V2'],[],[],[],[],[],[]
rhubarb-saison-9,[u'Rhubarb Saison'],[u'Rhubarb'],[u'Boil'],[u'20.0'],[u'1.0'],[u'false'],[]
quote-unquote-berliner-weisse,[u'Quote Unquote Berliner Weisse'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
harvest-honey-brown-ale-b73774,[u'Harvest Honey - Brown Ale '],[u'Whirlfloc Tablet'],[u'Boil'],[u'2.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
belgian-pale-ale-150,[u'Belgian Pale Ale'],[],[],[],[],[],[]
hopper-ipa-1,[u'Hopper IPA'],[],[],[],[],[],[]
any-afternoon-wheat,[u'Any Afternoon Wheat'],[u'Coriander Seed'],[u'Boil'],[u'15.0'],[u'0.25'],[u'false'],[]
fade-to-black-3,[u'Fade to Black'],[],[],[],[],[],[]
mosaic-otter-pale-ale,[u'Mosaic Otter Pale Ale'],[],[],[],[],[],[]
english-ale-24,[u'English Ale'],[],[],[],[],[],[]
raging-bitch-clone-1,[u'Raging Bitch Clone'],[],[],[],[],[],[]
ginger-ale-2-2,[u'Ginger Ale #2'],[u'Lime Juice'],[u'Boil'],[u'10.0'],[u'2.0'],[u'false'],[]
brewfest-kolsch-rd-3,[u'Brewfest Kolsch Rd 3'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'0.25'],[u'false'],[]
orange-wit-4,[u'Orange Wit'],[u'Sweet Orange Peel'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
sweet-tucky-brown-e7495b,[u'Sweet Tucky Brown'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
steves-standard-bitter,"[u""Steve's Standard Bitter""]",[],[],[],[],[],[]
gingerbread-ale-3,[u'Gingerbread Ale'],[u'Brown Sugar'],[u'Boil'],[u'10.0'],[u'3.0'],[u'false'],[]
nb-mustache-envy-belgian-stout-1,[u'NB Mustache Envy Belgian Stout'],[u'French Oak Cubes (Medium Toast)'],[u'Secondary'],[u'10.0'],[u'2.0'],[u'false'],[]
russian-imperial-stout-26,[u'Russian Imperial Stout'],[],[],[],[],[],[]
9-month-barleywine,[u'9 month barleywine'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
pumpkin-ale-134,[u'Pumpkin Ale'],[u'Pumpkin'],[u'Mash'],[u'60.0'],[u'45.0'],[u'false'],[]
gib-lions-head-winter-ale-clone,"[u""GIB lion's head winter ale clone""]",[u'Chocolate (Dark)'],[u'Boil'],[u'60.0'],[u'2.0'],[u'false'],[]
mosaic-apa-6,[u'Mosaic APA'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'2.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
equinox-ipa-9-26-14,[u'Equinox IPA 9/26/14'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
jamils-amber-red-ale,[u'Jamils Amber-Red Ale'],[],[],[],[],[],[]
zombie-dust-clone-1-gallon,[u'Zombie Dust Clone - 1 Gallon'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
smoked-petit-gosse-saison,[u'Smoked Petit Gosse Saison'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
five-sixteen,[u'Five Sixteen'],[],[],[],[],[],[]
heinous-hummingbird-black-ipa,[u'Heinous Hummingbird Black IPA'],[],[],[],[],[],[]
mirror-pond-clone-10,[u'Mirror Pond Clone'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
hoppy-saison-mk1,[u'Hoppy Saison mk1'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
lemon-honey-summer-shandy,[u'Lemon Honey  Summer Shandy'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
my-orval,[u'My Orval'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'3.0'],[u'false'],[]
springdrunk,[u'springdrunk'],[],[],[],[],[],[]
belgian-ipa-218,[u'Belgian IPA'],[],[],[],[],[],[]
summer-surrender-session-saison,[u'Summer Surrender Session Saison'],[],[],[],[],[],[]
strawberry-wheat-5,[u'Strawberry Wheat'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'0.125'],[u'false'],[]
springtime-cream-ale,[u'Springtime Cream Ale'],[],[],[],[],[],[]
citrus-ipa-7,[u'Citrus IPA'],[u'Whirlfloc Tablet'],[u'Boil'],[u'8.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
oktoberfest-2011-1,[u'Oktoberfest 2011'],[],[],[],[],[],[]
fat-tire-2011-01-03,[u'Fat Tire 2011-01-03'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
fuller-1845-english-strong-ale,[u'Fuller 1845 English Strong Ale'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
blackwater-1,[u'Blackwater'],[u'Coffee (Brewed)'],[u'Bottle'],[u'8.0'],[u'85.0'],[u'false'],[]
anchor-christmas,[u'Anchor Christmas'],[u'Vanilla Beans'],[u'Boil'],[u'45.0'],[u'0.5'],[u'false'],[]
robust-porter-103,[u'Robust Porter'],[],[],[],[],[],[]
slanted-coffee-stout-all-grain,[u'Slanted Coffee Stout (all-grain)'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'0.25'],[u'false'],[]
columbus-ipa-32,[u'Columbus IPA'],[u'Whirlfloc Tablet'],[u'Mash'],[u'5.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
pumpkin-ale-364,[u'Pumpkin Ale'],[u'Pumpkin Pie Spice'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
flying-dog-doggie-style-classic-pale-ale-clone-1-gallon-size,[u'Flying Dog Doggie Style Classic Pale Ale Clone (1 Gallon Size)'],[],[],[],[],[],[]
hogs-regulahbrew,[u'Hogs Regulahbrew '],[u'Coriander Seed'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
the-dickens,[u'The Dickens'],[],[],[],[],[],[]
chai-milk-stout-10,[u'Chai Milk Stout '],[u'Lactose'],[u'Boil'],[u'10.0'],[u'0.75'],[u'false'],[]
sierra-nevada-pale-ale-clone-8,[u'Sierra Nevada Pale Ale Clone'],[],[],[],[],[],[]
broads,[u'Broads...'],[u'Raspberry (Whole)'],[u'Secondary'],[u'4.0'],[u'48.0'],[u'false'],[]
american-honey-wheat,[u'American Honey Wheat'],[],[],[],[],[],[]
common-room-esb-14,[u'Common Room ESB'],[],[],[],[],[],[]
12-13-brewcrates-winter-warmest,"[u""[12/13] BrewCrate's Winter Warmest""]",[u'Cinnamon (Ground)'],[u'Boil'],[u'0.0'],[u'2.0'],[u'false'],[]
honey-wit-4,[u'Honey Wit'],[u'Sweet Orange Peel'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
crystal-lake-golden-ale,[u'Crystal Lake Golden Ale'],[],[],[],[],[],[]
ys-4-1-lemon-saison,[u'Y.S. 4-1: Lemon Saison'],[u'Lemon Peel'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
1744,[u'1744'],[],[],[],[],[],[]
lagunitas-ipa-clone-26,[u'Lagunitas IPA Clone'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
scotch-vs-rum,[u'Scotch vs. Rum'],[u'American Oak Cubes (Medium Toast)'],[u'Secondary'],[u'14.0'],[u'2.0'],[u'false'],[]
unicorn-with-a-mustache,[u'Unicorn with a Mustache'],[],[],[],[],[],[]
lumberjack-candy,[u'Lumberjack Candy'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'0.16'],[u'false'],[]
hangover-holdem-ipa,"[u""Hangover Hold'em IPA""]",[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'3.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
get-lit-holiday-ale,[u'Get Lit Holiday Ale'],[u'Ginger Root (Dried)'],[u'Mash'],[u'60.0'],[u'0.5'],[u'false'],[]
holly-jolly-spiced-ale,[u'Holly Jolly Spiced Ale'],[u'Allspice Powder'],[u'Mash'],[u'60.0'],[u'0.5'],[u'false'],[]
odell-double-pilsner-clone,[u'Odell Double Pilsner Clone'],[],[],[],[],[],[]
generic-wheat-to-split,[u'Generic Wheat to Split'],[],[],[],[],[],[]
mvp-millers-vanilla-porter,"[u""MVP (Miller's Vanilla Porter)""]",[u'Vanilla Beans'],[u'Secondary'],[u'14.0'],[u'2.0'],[u'false'],[]
fall-jogger,[u'Fall Jogger'],[],[],[],[],[],[]
katy-s-kitties-dubbel,"[u""Katy's Kitties Dubbel""]",[],[],[],[],[],[]
