beer_id,beer_name,mash_type,brewer,batch_size,boil_size,efficiency
big-bens-brown-ale,"[u""Big Ben's Brown Ale ""]",[u'All Grain'],[u'Hoptastified'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
lemon-saison-1,[u'Lemon Saison'],[u'Partial Mash'],[u'akruspe'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
hefe-iv,[u'Hefe IV'],[u'All Grain'],[u'Lostyooper'],[u'22.71247068'],[u'30.28329424'],[u'75.0']
citra-black-ipa-bc7279,[u'Citra Black IPA'],[u'Partial Mash'],[u'pfunkross'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
nut-brown-ale-102,[u'Nut Brown Ale'],[u'All Grain'],[u'Jrod'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
cascade-ipa-e15d96,[u'Cascade IPA'],[u'All Grain'],[u'Jim'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
oatmeal-chocolate-milk-stout-1,[u'Oatmeal Chocolate Milk Stout'],[u'All Grain'],[u'mattc'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
3-floyds-zombie-dust-clone,"[u""3 Floyd's Zombie Dust Clone""]",[u'All Grain'],[u'uberg33k'],[u'19.873411845'],[u'23.848094214'],[u'65.0']
honey-citra-pale,[u'Honey Citra Pale'],[u'All Grain'],[u'steeleybran'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
citripa,[u'Citripa'],[u'All Grain'],[u'Marcel Woodman'],[u'20.81976479'],[u'23.658823625'],[u'75.0']
firework-cream-ale,[u'Firework Cream Ale'],[u'All Grain'],[u'Lostyooper'],[u'22.71247068'],[u'30.28329424'],[u'75.0']
janets-brown-ale-extract,"[u""Janet's Brown Ale (Extract)""]",[u'Partial Mash'],[u'Craig'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
strawberry-blonde-18,[u'Strawberry Blonde'],[u'All Grain'],[u'Andrew'],[u'19.911265962799998'],[u'25.0594259836'],[u'75.0']
indica-clone,[u'Indica Clone'],[u'All Grain'],[u'Pedro Ivo'],[u'28.0'],[u'8.14'],[u'75.0']
rubaeus-clone,[u'Rubaeus Clone'],[u'All Grain'],[u'RBCostanza'],[u'18.9270589'],[u'17.03435301'],[u'75.0']
coffee-creamer,[u'Coffee Creamer'],[u'All Grain'],[u'John Porterfield'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
biermuncher-centennial-blonde-all-grain,[u'BierMuncher centennial blonde All Grain'],[u'All Grain'],[u'Blind squirrel'],[u'41.63952958'],[u'49.967435496'],[u'70.0']
spruce-juice-pale-ale,[u'Spruce Juice Pale Ale '],[u'All Grain'],[u'SEATTLEBREWING'],[u'37.8541178'],[u'45.42494136'],[u'75.0']
ipa-938,[u'IPA'],[u'Extract'],[u'rimstad'],[u'20.0'],[u'6.336'],[u'75.0']
uerige-alt-5-gallon-version-1,[u'Uerige Alt (5 gallon version)'],[u'All Grain'],[u'Bob'],[u'20.781910672200002'],[u'26.0436330464'],[u'80.0']
summer-wheat-80,[u'Summer Wheat'],[u'Extract'],[u'BrewmasterBob'],[u'18.9270589'],[u'20.81976479'],[u'75.0']
snoweizen,[u'Snoweizen'],[u'All Grain'],[u'fermentalist'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
goose-ipa-b8cc58,[u'Goose IPA'],[u'Extract'],[u'Greydalf'],[u'8.0440000325'],[u'5.110305903'],[u'75.0']
ipahhh,[u'IPAHHH!'],[u'Partial Mash'],[u'henrikalmer'],[u'12.0'],[u'2.744'],[u'75.0']
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'All Grain'],[u'Eric'],[u'9.46352945'],[u'9.46352945'],[u'75.0']
peanut-butter-jelly-time-1,[u'Peanut Butter Jelly Time'],[u'All Grain'],[u'scottonthepot'],[u'22.71247068'],[u'27.254964816'],[u'75.0']
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Extract'],[u'mswartz13'],[u'18.9270589'],[u'11.35623534'],[u'75.0']
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Extract'],[u'TuLabs'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
bitterye,[u'BitteRye'],[u'Partial Mash'],[u'anday6'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'All Grain'],[u'atimmerman88'],[u'21.2929412625'],[u'24.486882451875'],[u'79.0']
winter-ipa-28,[u'Winter IPA'],[u'All Grain'],[u'John Hubbs'],[u'18.9270589'],[u'20.81976479'],[u'75.0']
chinook-smash-4,[u'Chinook SMaSH'],[u'All Grain'],[u'stupergenius'],[u'20.81976479'],[u'24.150927156399998'],[u'70.0']
ashleighs-knock-you-on-your-ass-beer,"[u""Ashleigh's Knock You on Your Ass Beer""]",[u'All Grain'],[u'cpeumr'],[u'18.9270589'],[u'20.81976479'],[u'75.0']
cherry-dark-belgian,[u'Cherry Dark Belgian'],[u'Partial Mash'],[u'Anonymous'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
winter-warmer-ale-2013,[u'Winter warmer ale 2013'],[u'All Grain'],[u'joshrau'],[u'18.9270589'],[u'20.81976479'],[u'75.0']
welcome-winter-english-ale,[u'Welcome Winter English Ale'],[u'Extract'],[u'Aaron Sullivan'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
vanilla-porter-101,[u'Vanilla Porter'],[u'All Grain'],[u'timbaraka'],[u'3.78541178'],[u'5.67811767'],[u'75.0']
hibernation-ale-gdbc-clone,[u'Hibernation Ale - GDBC Clone'],[u'All Grain'],[u'Hightechlofi'],[u'41.63952958'],[u'59.468819063800005'],[u'75.0']
nosferatu-clone-1,[u'Nosferatu Clone'],[u'All Grain'],[u'dabigd60'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
programmers-elbow-2,"[u""Programmer's Elbow""]",[u'Extract'],[u'sob'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
campfire-kolsch,[u'Campfire Kolsch'],[u'All Grain'],[u'jefferyjg'],[u'20.81976479'],[u'26.0436330464'],[u'65.0']
its-maibock-too-yeah,"[u""It's Maibock Too, Yeah!!!""]",[u'All Grain'],[u'jfranecki'],[u'18.9270589'],[u'22.71247068'],[u'70.0']
ezs-biab-american-brown-ale,"[u""EZ's BIAB American Brown Ale""]",[u'All Grain'],[u'EZduzit'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
banana-nut-beer-3,[u'Banana Nut Beer'],[u'All Grain'],[u'Lantzzy'],[u'42.396611936'],[u'52.99576492'],[u'70.0']
grapefruit-gose-wild-ab638f,[u'Grapefruit Gose Wild'],[u'All Grain'],[u'Friendship Ales'],[u'20.81976479'],[u'24.60517657'],[u'70.0']
single-hop-ipa-sorachi-ace-scaled,[u'Single Hop IPA - Sorachi Ace - Scaled'],[u'All Grain'],[u'Drocnoc'],[u'24.60517657'],[u'30.7753977714'],[u'75.0']
summer-shandy-4,[u'Summer Shandy'],[u'All Grain'],[u'mtourek'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
brooklyn-brewshop-jalapeno-saison,[u'Brooklyn Brewshop Jalapeno Saison'],[u'All Grain'],[u'KidDynamite'],[u'3.78541178'],[u'4.731764725'],[u'75.0']
noble-trappist-ale-midwest-supplies-kit,[u'Noble Trappist Ale (Midwest Supplies Kit)'],[u'Partial Mash'],[u'Stu Huffman'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
booths-brewing-supply-old-rasputin-clone,"[u""Booth's Brewing Supply Old Rasputin clone""]",[u'All Grain'],[u'Michael Moussa'],[u'20.81976479'],[u'26.52438034246'],[u'70.0']
hoppiness-is-an-ipa-palmer-et-al,[u'Hoppiness is an IPA (Palmer et al)'],[u'All Grain'],[u'Sean Sanders'],[u'18.9270589'],[u'22.71247068'],[u'70.0']
single-hop-amarillo-ipa,[u'Single Hop Amarillo IPA'],[u'All Grain'],[u'garrettbk'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
chinook-ipa-30,[u'Chinook IPA'],[u'Extract'],[u'seanmc802'],[u'12.113317696000001'],[u'15.14164712'],[u'75.0']
baptism-pale-ale-mk1,[u'Baptism Pale Ale mk1'],[u'Extract'],[u'DoverNHBrewer'],[u'20.81976479'],[u'23.658823625'],[u'75.0']
out-of-touch-oatemeal-stout,[u'Out of Touch Oatemeal Stout'],[u'All Grain'],[u'RoyBatty'],[u'3.78541178'],[u'6.624470615'],[u'78.0']
party-dog-sierra-nevada-pa-clone,[u'Party Dog (Sierra Nevada PA clone)'],[u'Extract'],[u'Dave'],[u'20.81976479'],[u'24.150927156399998'],[u'75.0']
daves-first-cider,"[u""Dave's first cider""]",[u'Extract'],[u'boschd'],[u'18.9270589'],[u'18.9270589'],[u'75.0']
red-ipa-46,[u'Red IPA'],[u'All Grain'],[u'nverboon'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
dammit-dan-stout,[u'Dammit Dan Stout'],[u'Extract'],[u'KegDemon'],[u'9.46352945'],[u'11.35623534'],[u'75.0']
blonde-ale-wlp007,[u'Blonde Ale WLP007'],[u'All Grain'],[u'Randy Lahey'],[u'41.63952958'],[u'49.967435496'],[u'75.0']
jamils-seb,"[u""Jamil's SEB""]",[u'All Grain'],[u'psychobrawler'],[u'22.71247068'],[u'28.39058835'],[u'67.0']
kayleighs-raspberry-wheat,"[u""Kayleigh's Raspberry Wheat""]",[u'Extract'],[u'Brian Schaefer'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
cascadian-dark-ale-45,[u'Cascadian Dark Ale'],[u'All Grain'],[u'Maciek Polo'],[u'25.0'],[u'7.26'],[u'75.0']
brown-porter-5,[u'Brown porter'],[u'All Grain'],[u'DoTheMash'],[u'20.781910672200002'],[u'26.0436330464'],[u'80.0']
maris-otter-nelson-sauvin-smash,[u'Maris Otter / Nelson Sauvin SMaSH'],[u'All Grain'],[u'Darren Wood'],[u'23.0'],[u'6.992'],[u'66.4']
thanksgiving-california-common,[u'Thanksgiving California Common'],[u'All Grain'],[u'More McCormack'],[u'37.8541178'],[u'46.939106072'],[u'78.0']
session-red-1,[u'Session Red 1'],[u'All Grain'],[u'Matt'],[u'24.60517657'],[u'30.7753977714'],[u'70.0']
the-bees-knees-1,[u'The Bees Knees'],[u'All Grain'],[u'dub_brewer'],[u'20.81976479'],[u'23.9427295085'],[u'78.0']
squirrel-nutkin-brown-ale,[u'Squirrel Nutkin Brown Ale'],[u'All Grain'],[u'eheupel'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
tailgate-pale-ale-mosaic-variety,[u'Tailgate Pale Ale (Mosaic Variety)'],[u'All Grain'],[u'Maloneski'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
scotch-ale-69,[u'Scotch Ale'],[u'All Grain'],[u'tabni'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
drunken-santa-mad-elf-variant,[u'Drunken Santa (Mad Elf Variant)'],[u'Extract'],[u'Thomas Dougherty'],[u'20.81976479'],[u'11.35623534'],[u'75.0']
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'All Grain'],[u'EbbotGBG'],[u'10.5'],[u'13.14'],[u'70.0']
sorachi-french-farmhouse-saison,[u'Sorachi French Farmhouse Saison'],[u'Partial Mash'],[u'Early8'],[u'41.63952958'],[u'49.21035314'],[u'90.0']
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'All Grain'],[u'burkey'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
80-5,[u'80/-'],[u'All Grain'],[u'GSharp'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
samuel-smiths-oatmeal-stout-clone-4,"[u""Samuel Smith's Oatmeal Stout Clone""]",[u'All Grain'],[u'Kaiser - Tls1133'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
irish-red-ale-midwest-kit,[u'Irish Red Ale (Midwest kit)'],[u'Extract'],[u'SignalPeptide'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
ice-to-69-you,[u'Ice to 69 you'],[u'All Grain'],[u'JonnyWahHoo'],[u'20.82'],[u'6.6'],[u'75.0']
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[u'All Grain'],"[u'Br. Brent Bowen, O.P.']",[u'20.81976479'],[u'26.876423638'],[u'75.0']
blondage,[u'Blondage'],[u'All Grain'],[u'ELBong'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
maple-pecan-nut-brown,[u'Maple Pecan Nut Brown'],[u'All Grain'],[u'Rob S'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
session-black-ipa,[u'Session Black IPA'],[u'All Grain'],[u'Hoffman Brewing Company'],[u'22.71247068'],[u'28.39058835'],[u'72.0']
delerium-tremens-clone-4,[u'Delerium Tremens Clone '],[u'All Grain'],[u'Stephen Perrier'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
chocolate-chipotle-stout-7,[u'Chocolate Chipotle Stout'],[u'Extract'],[u'mattc'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
elderflower-saison-final,[u'Elderflower Saison Final'],[u'All Grain'],[u'alexb'],[u'18.9270589'],[u'23.658823625'],[u'70.0']
apricot-wheat-ale-a8eb6a,[u' Apricot Wheat Ale'],[u'All Grain'],[u'mmrgreg'],[u'18.9270589'],[u'24.60517657'],[u'75.0']
jordans-hard-root-beer,"[u""Jordan's Hard Root Beer""]",[u'Partial Mash'],[u'Green Man Brewery'],[u'9.5013835678'],[u'9.8042165102'],[u'75.0']
hbt-2011-russian-imperial-stout-1,[u'HBT 2011 Russian Imperial Stout'],[u'All Grain'],[u'Ken Franke'],[u'20.81976479'],[u'26.0436330464'],[u'75.0']
pale-citra-smash-1,[u'Pale Citra SMaSH'],[u'All Grain'],[u'worthog79'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
belgian-blond-abbey-ale,[u'Belgian Blond Abbey Ale'],[u'All Grain'],[u'Jacob Landry'],[u'37.8541178'],[u'45.42494136'],[u'75.0']
ginger-beer-42,[u'Ginger Beer'],[u'All Grain'],[u'WHATITBREW'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
pineapple-saison,[u'Pineapple Saison'],[u'All Grain'],[u'wwmarcum'],[u'20.81976479'],[u'23.9427295085'],[u'75.0']
