beer_id,beer_name,name,use,time,amount,amount_is_weight,notes
blonde-ale-wlp007,[u'Blonde Ale WLP007'],[u'Servomyces Yeast Nutrient'],[u'Boil'],[u'5.0'],[u'1.0'],[u'false'],[]
jamils-seb,"[u""Jamil's SEB""]",[],[],[],[],[],[]
kayleighs-raspberry-wheat,"[u""Kayleigh's Raspberry Wheat""]",[],[],[],[],[],[]
cascadian-dark-ale-45,[u'Cascadian Dark Ale'],[],[],[],[],[],[]
brown-porter-5,[u'Brown porter'],[],[],[],[],[],[]
maris-otter-nelson-sauvin-smash,[u'Maris Otter / Nelson Sauvin SMaSH'],[],[],[],[],[],[]
thanksgiving-california-common,[u'Thanksgiving California Common'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
session-red-1,[u'Session Red 1'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
the-bees-knees-1,[u'The Bees Knees'],[u'Orange Peel'],[u'Boil'],[u'5.0'],[u'3.0'],[u'false'],[]
squirrel-nutkin-brown-ale,[u'Squirrel Nutkin Brown Ale'],[u'Roasted Chestnuts'],[u'Boil'],[u'60.0'],[u'15.0'],[u'false'],[]
tailgate-pale-ale-mosaic-variety,[u'Tailgate Pale Ale (Mosaic Variety)'],[],[],[],[],[],[]
scotch-ale-69,[u'Scotch Ale'],[],[],[],[],[],[]
drunken-santa-mad-elf-variant,[u'Drunken Santa (Mad Elf Variant)'],[u'Sour Cherries (Fresh)'],[u'Boil'],[u'15.0'],[u'2.0'],[u'false'],[]
zombie-ritual-zombie-dust-clone-biab,[u'Zombie Ritual (Zombie Dust Clone) BIAB'],[u'Protafloc'],[u'Boil'],[u'25.0'],[u'0.2'],[u'false'],"[u'Granule. Works as Irish Moss. Add 1.5 grams per 100 liters, or 1 ml per 40 liter.\nAdd at the end of the boil, 20-15 minutes.']"
sorachi-french-farmhouse-saison,[u'Sorachi French Farmhouse Saison'],[],[],[],[],[],[]
breakwater-pale-ale-2,[u'Breakwater Pale Ale'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
80-5,[u'80/-'],[],[],[],[],[],[]
samuel-smiths-oatmeal-stout-clone-4,"[u""Samuel Smith's Oatmeal Stout Clone""]",[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
irish-red-ale-midwest-kit,[u'Irish Red Ale (Midwest kit)'],[],[],[],[],[],[]
ice-to-69-you,[u'Ice to 69 you'],[],[],[],[],[],[]
experimental-belgian-dark-strong-ale,[u'Experimental Belgian Dark Strong Ale'],[],[],[],[],[],[]
blondage,[u'Blondage'],[],[],[],[],[],[]
maple-pecan-nut-brown,[u'Maple Pecan Nut Brown'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'10.0'],[u'1.66666666666667'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
session-black-ipa,[u'Session Black IPA'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
delerium-tremens-clone-4,[u'Delerium Tremens Clone '],[u'Ginger Root (Fresh)'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],[]
chocolate-chipotle-stout-7,[u'Chocolate Chipotle Stout'],[u'Cocoa Nibs'],[u'Secondary'],[u'7.0'],[u'2.0'],[u'false'],[]
elderflower-saison-final,[u'Elderflower Saison Final'],[u'Grains of Paradise'],[u'Boil'],[u'5.0'],[u'0.25'],[u'false'],[]
apricot-wheat-ale-a8eb6a,[u' Apricot Wheat Ale'],[u'Apricot Puree'],[u'Bottle'],[u'7.0'],[u'3.0'],[u'false'],[]
jordans-hard-root-beer,"[u""Jordan's Hard Root Beer""]",[u'Rootbeer Extract'],[u'Bottle'],[u'0.0'],[u'2.0'],[u'false'],[]
hbt-2011-russian-imperial-stout-1,[u'HBT 2011 Russian Imperial Stout'],[],[],[],[],[],[]
pale-citra-smash-1,[u'Pale Citra SMaSH'],[],[],[],[],[],[]
belgian-blond-abbey-ale,[u'Belgian Blond Abbey Ale'],[],[],[],[],[],[]
ginger-beer-42,[u'Ginger Beer'],[u'Ginger Root (Fresh)'],[u'Boil'],[u'30.0'],[u'4.0'],[u'false'],[]
pineapple-saison,[u'Pineapple Saison'],[u'Pineapple'],[u'Boil'],[u'15.0'],[u'2.0'],[u'false'],[]
belgian-dubbel-13,[u'Belgian Dubbel'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
rodenbach-grand-cru-clone-2,[u'Rodenbach Grand Cru Clone'],[u'French Oak Cubes (Medium Toast)'],[u'Secondary'],[u'8.0'],[u'0.4'],[u'false'],[]
flying-dog-doggie-style-classic-pale-ale-clone,[u'Flying Dog Doggie Style Classic Pale Ale Clone'],[],[],[],[],[],[]
pumpkin-ale-9516c3,[u'Pumpkin Ale'],[u'Pumpkin'],[u'Boil'],[u'60.0'],[u'2.0'],[u'false'],[u'Caramelized in oven']
fresh-hop-ipa-16,[u'Fresh Hop IPA'],[],[],[],[],[],[]
2013-january-yotsnake-esb,[u'2013 January YOTSnake (ESB)'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
true-german-dunkelweizen,[u'True German Dunkelweizen'],[],[],[],[],[],[]
kolsch-45-2,[u'Kolsch 45'],[u'Yeast Nutrient (Wyeast)'],[u'Boil'],[u'15.0'],[u'3.0'],[u'false'],"[u'A blend of vitamins, minerals, amino acids, nitrogen compounds, zinc, and other elements benefical for fermentation. Use 1/2 tsp. per five gallons, last 15 min of boil.']"
hoppy-amber-14,[u'Hoppy Amber'],[u'Irish Moss'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
heavy-axe-1,[u'Heavy Axe #1'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
angel-ipa-de8bb1,[u'Angel IPA'],[u'Bitter Orange Peel'],[u'Boil'],[u'5.0'],[u'2.0'],[u'false'],[]
vanilla-bourbon-stout-362a3e,[u'Vanilla bourbon stout'],[u'Bourbon Soaked French Oak Chips'],[u'Secondary'],[u'7.0'],[u'0.3'],[u'false'],[]
oatmeal-stout-248,[u'Oatmeal Stout'],[],[],[],[],[],[]
rye-pale-ale-78,[u'Rye pale ale'],[],[],[],[],[],[]
sorachi-ace-saison-8,[u'Sorachi Ace Saison'],[u'Servomyces Yeast Nutrient'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],[]
oatmeal-raisin-cookie-amber,[u'Oatmeal Raisin Cookie Amber'],[],[],[],[],[],[]
pacific-pale,[u'Pacific Pale'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
easy-wheat-beer,[u'Easy Wheat Beer'],[u'Orange Zest'],[u'Boil'],[u'10.0'],[u'0.1'],[u'false'],[]
belgian-blonde-ale-16,[u'Belgian Blonde Ale'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
brew-session-esb,[u'Brew Session ESB'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
orange-door-blonde,[u'Orange Door Blonde'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'0.25'],[u'false'],[]
lagunitas-ipa-clone-32,[u'Lagunitas IPA clone'],[],[],[],[],[],[]
honey-nut-brown-12,[u'Honey Nut Brown'],[u'Whirlfloc Tablet'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
citra-single-hop-ipa,[u'Citra Single Hop IPA'],[],[],[],[],[],[]
sqhell-2-the-extractioning,[u'SQHELL 2: The Extractioning'],[],[],[],[],[],[]
irish-red-20,[u'Irish red'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
reapers-mild-sub-willamette,"[u""Reaper's Mild sub willamette""]",[],[],[],[],[],[]
simply-citra,[u'Simply Citra'],[],[],[],[],[],[]
andes-mint-chocolate-stout-2,[u'Andes Mint Chocolate Stout'],[u'Peppermint (Fresh)'],[u'Boil'],[u'10.0'],[u'10.0'],[u'false'],[]
exploding-peach-wheat,[u'Exploding Peach Wheat'],[u'Peaches (Frozen)'],[u'Secondary'],[u'14.0'],[u'4.0'],[u'false'],[]
bronco-orange-hefeweizen-biab,[u'Bronco Orange Hefeweizen BIAB'],[u'Fruit of 2 medium Oranges and Zest of 1 Orange Peel '],[u'Boil'],[u'0.0'],[u'0.0'],[u'false'],[]
christmas-ale-56,[u'Christmas Ale'],[u'Cinnamon Sticks'],[u'Boil'],[u'60.0'],[u'2.0'],[u'false'],[]
celtic-sunrise-irish-red-ale,[u'Celtic Sunrise Irish Red Ale'],[],[],[],[],[],[]
z-amber-ale,[u'Z Amber Ale'],[],[],[],[],[],[]
herms-l-red-ranger,[u'Herms\xf8l - Red Ranger'],[u'Whirlfloc Tablet'],[u'Boil'],[u'5.0'],[u'0.5'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
cherry-saison-8,[u'Cherry Saison'],[u'Sour Cherries (Frozen)'],[u'Secondary'],[u'5.0'],[u'1.0'],[u'false'],[]
snow-shovel-helles-2011-06-09-version,[u'Snow Shovel Helles (2011-06-09 version)'],[u'Gypsum (Calcium Sulfate)'],[u'Mash'],[u'60.0'],[u'0.0352739619495804'],[u'false'],[u'Reduces PH of water.']
vanilla-and-coffee-porter-3,[u'Vanilla & Coffee Porter'],[u'Irish Moss'],[u'Boil'],[u'15.0'],[u'1.0'],[u'false'],[]
moose-drool-2,[u'Moose Drool'],[],[],[],[],[],[]
golden-magic-hefeweizen,[u'Golden Magic Hefeweizen'],[],[],[],[],[],[]
chocolate-oatmeal-stout-ab8b1f,[u'chocolate oatmeal stout'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'1.0'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
nasty-nates-armadillo,"[u""Nasty Nate's Armadillo""]",[],[],[],[],[],[]
brians-bawdy-berliner,"[u""Brian's Bawdy Berliner""]",[],[],[],[],[],[]
an-ale-supreme,[u'An Ale Supreme'],[],[],[],[],[],[]
rye-saison-89,[u'RYE SAISON'],[u'Whirlfloc Tablet'],[u'Boil'],[u'10.0'],[u'0.5'],[u'false'],"[u'A blend of Irish Moss and purified Kappa carrageenan that encourages the precipitation of haze causing materials such as proteins and Beta glucans. Prepared in a quick dissolving, highly soluble tablet form.']"
oatmeal-stout-toasted,[u'Oatmeal Stout (Toasted)'],[],[],[],[],[],[]
blueberry-spring-beer,[u'Blueberry Spring Beer'],[u'Blueberries (Frozen)'],[u'Secondary'],[u'4.0'],[u'2.0'],[u'false'],[]
country-bumpkinweizen,[u'Country Bumpkinweizen'],[],[],[],[],[],[]
centennial-blonde-56,[u'Centennial Blonde'],[],[],[],[],[],[]
wilder-ginger,[u'Wilder Ginger'],[u'Lemon Zest'],[u'Boil'],[u'15.0'],[u'10.0'],[u'false'],[]
dont-push-back-strawberry-blonde,"[u""Don't Push Back Strawberry Blonde""]",[],[],[],[],[],[]
sqhell,[u'SQHELL'],[],[],[],[],[],[]
weihenstephaner-hefe-weissbier-1-1,[u'Weihenstephaner Hefe Weissbier #1'],[],[],[],[],[],[]
2-summer-smash-ipa,[u'#2 Summer SMaSH IPA'],[],[],[],[],[],[]
oud-bruin-ea27b5,[u'Oud Bruin'],[],[],[],[],[],[]
citra-mosaic-half-hearted-edec03,[u'Citra Mosaic Half Hearted'],[],[],[],[],[],[]
